"","Location","year","Total.Both","Universal.Credit.or.Child.Tax.Credits","Proportion.Both","Total.Universal.Credit","Universal.Credit","Proportion.Universal.Credit","Total.Child.Tax.Credit","Child.Tax.Credit","Proportion.Child.Tax.Credit","Local.authority","children_in_care"
"1","
 Derby",2018,NA,NA,NA,NA,NA,NA,NA,"400",NA,"DERBY","491"
"2","
 Leicester",2018,NA,NA,NA,NA,NA,NA,NA,"710",NA,"LEICESTER","676"
"3","
 Nottingham",2018,NA,NA,NA,NA,NA,NA,NA,"590",NA,"NOTTINGHAM","616"
"4","
 Rutland",2018,NA,NA,NA,NA,NA,NA,NA,"20",NA,"RUTLAND","30"
"5","
 Bedford",2018,NA,NA,NA,NA,NA,NA,NA,"190",NA,"BEDFORD","239"
"6","
 Central Bedfordshire",2018,NA,NA,NA,NA,NA,NA,NA,"180",NA,"CENTRAL BEDFORDSHIRE","313"
"7","
 Luton",2018,NA,NA,NA,NA,NA,NA,NA,"490",NA,"LUTON","379"
"8","
 Peterborough",2018,NA,NA,NA,NA,NA,NA,NA,"410",NA,"PETERBOROUGH","369"
"9","
 Thurrock",2018,NA,NA,NA,NA,NA,NA,NA,"200",NA,"THURROCK","299"
"10","
 Barking and Dagenham",2018,NA,NA,NA,NA,NA,NA,NA,"490",NA,"BARKING AND DAGENHAM","409"
"11","
 Barnet",2018,NA,NA,NA,NA,NA,NA,NA,"360",NA,"BARNET","328"
"12","
 Bexley",2018,NA,NA,NA,NA,NA,NA,NA,"200",NA,"BEXLEY","240"
"13","
 Brent",2018,NA,NA,NA,NA,NA,NA,NA,"490",NA,"BRENT","317"
"14","
 Bromley",2018,NA,NA,NA,NA,NA,NA,NA,"210",NA,"BROMLEY","310"
"15","
 Camden",2018,NA,NA,NA,NA,NA,NA,NA,"200",NA,"CAMDEN","201"
"16","
 Croydon",2018,NA,NA,NA,NA,NA,NA,NA,"340",NA,"CROYDON","772"
"17","
 Ealing",2018,NA,NA,NA,NA,NA,NA,NA,"430",NA,"EALING","341"
"18","
 Enfield",2018,NA,NA,NA,NA,NA,NA,NA,"570",NA,"ENFIELD","330"
"19","
 Greenwich",2018,NA,NA,NA,NA,NA,NA,NA,"400",NA,"GREENWICH","497"
"20","
 Hackney",2018,NA,NA,NA,NA,NA,NA,NA,"680",NA,"HACKNEY","382"
"21","
 Hammersmith and Fulham",2018,NA,NA,NA,NA,NA,NA,NA,"120",NA,"HAMMERSMITH AND FULHAM","226"
"22","
 Haringey",2018,NA,NA,NA,NA,NA,NA,NA,"340",NA,"HARINGEY","433"
"23","
 Harrow",2018,NA,NA,NA,NA,NA,NA,NA,"280",NA,"HARROW","160"
"24","
 Havering",2018,NA,NA,NA,NA,NA,NA,NA,"240",NA,"HAVERING","251"
"25","
 Hillingdon",2018,NA,NA,NA,NA,NA,NA,NA,"370",NA,"HILLINGDON","291"
"26","
 Hounslow",2018,NA,NA,NA,NA,NA,NA,NA,"240",NA,"HOUNSLOW","248"
"27","
 Islington",2018,NA,NA,NA,NA,NA,NA,NA,"220",NA,"ISLINGTON","335"
"28","
 Kensington and Chelsea",2018,NA,NA,NA,NA,NA,NA,NA,"60",NA,"KENSINGTON AND CHELSEA","85"
"29","
 Kingston upon Thames",2018,NA,NA,NA,NA,NA,NA,NA,"100",NA,"KINGSTON UPON THAMES","135"
"30","
 Lambeth",2018,NA,NA,NA,NA,NA,NA,NA,"320",NA,"LAMBETH","411"
"31","
 Lewisham",2018,NA,NA,NA,NA,NA,NA,NA,"380",NA,"LEWISHAM","480"
"32","
 Merton",2018,NA,NA,NA,NA,NA,NA,NA,"150",NA,"MERTON","155"
"33","
 Newham",2018,NA,NA,NA,NA,NA,NA,NA,"660",NA,"NEWHAM","405"
"34","
 Redbridge",2018,NA,NA,NA,NA,NA,NA,NA,"370",NA,"REDBRIDGE","223"
"35","
 Richmond upon Thames",2018,NA,NA,NA,NA,NA,NA,NA,"60",NA,"RICHMOND UPON THAMES","104"
"36","
 Southwark",2018,NA,NA,NA,NA,NA,NA,NA,"310",NA,"SOUTHWARK","491"
"37","
 Sutton",2018,NA,NA,NA,NA,NA,NA,NA,"100",NA,"SUTTON","215"
"38","
 Tower Hamlets",2018,NA,NA,NA,NA,NA,NA,NA,"580",NA,"TOWER HAMLETS","286"
"39","
 Waltham Forest",2018,NA,NA,NA,NA,NA,NA,NA,"350",NA,"WALTHAM FOREST","296"
"40","
 Wandsworth",2018,NA,NA,NA,NA,NA,NA,NA,"240",NA,"WANDSWORTH","309"
"41","
 Westminster",2018,NA,NA,NA,NA,NA,NA,NA,"150",NA,"WESTMINSTER","204"
"42","
 County Durham",2018,NA,NA,NA,NA,NA,NA,NA,"510",NA,"DURHAM","803"
"43","
 Darlington",2018,NA,NA,NA,NA,NA,NA,NA,"110",NA,"DARLINGTON","214"
"44","
 Gateshead",2018,NA,NA,NA,NA,NA,NA,NA,"210",NA,"GATESHEAD","395"
"45","
 Hartlepool",2018,NA,NA,NA,NA,NA,NA,NA,"90",NA,"HARTLEPOOL","278"
"46","
 Newcastle upon Tyne",2018,NA,NA,NA,NA,NA,NA,NA,"320",NA,"NEWCASTLE UPON TYNE","566"
"47","
 North Tyneside",2018,NA,NA,NA,NA,NA,NA,NA,"170",NA,"NORTH TYNESIDE","282"
"48","
 Northumberland",2018,NA,NA,NA,NA,NA,NA,NA,"220",NA,"NORTHUMBERLAND","386"
"49","
 Redcar and Cleveland",2018,NA,NA,NA,NA,NA,NA,NA,"160",NA,"REDCAR AND CLEVELAND","283"
"50","
 South Tyneside",2018,NA,NA,NA,NA,NA,NA,NA,"180",NA,"SOUTH TYNESIDE","319"
"51","
 Sunderland",2018,NA,NA,NA,NA,NA,NA,NA,"330",NA,"SUNDERLAND","581"
"52","
 Blackburn with Darwen",2018,NA,NA,NA,NA,NA,NA,NA,"300",NA,"BLACKBURN WITH DARWEN","375"
"53","
 Blackpool",2018,NA,NA,NA,NA,NA,NA,NA,"210",NA,"BLACKPOOL","533"
"54","
 Bolton",2018,NA,NA,NA,NA,NA,NA,NA,"500",NA,"BOLTON","615"
"55","
 Bury",2018,NA,NA,NA,NA,NA,NA,NA,"260",NA,"BURY","333"
"56","
 Cheshire East",2018,NA,NA,NA,NA,NA,NA,NA,"250",NA,"CHESHIRE EAST","476"
"57","
 Cheshire West and Chester",2018,NA,NA,NA,NA,NA,NA,NA,"250",NA,"CHESHIRE WEST AND CHESTER","488"
"58","
 Halton",2018,NA,NA,NA,NA,NA,NA,NA,"100",NA,"HALTON","262"
"59","
 Knowsley",2018,NA,NA,NA,NA,NA,NA,NA,"200",NA,"KNOWSLEY","288"
"60","
 Liverpool",2018,NA,NA,NA,NA,NA,NA,NA,"560",NA,"LIVERPOOL","1190"
"61","
 Manchester",2018,NA,NA,NA,NA,NA,NA,NA,"1110",NA,"MANCHESTER","1257"
"62","
 Oldham",2018,NA,NA,NA,NA,NA,NA,NA,"470",NA,"OLDHAM","551"
"63","
 Rochdale",2018,NA,NA,NA,NA,NA,NA,NA,"370",NA,"ROCHDALE","497"
"64","
 Salford",2018,NA,NA,NA,NA,NA,NA,NA,"460",NA,"SALFORD","572"
"65","
 Sefton",2018,NA,NA,NA,NA,NA,NA,NA,"230",NA,"SEFTON","480"
"66","
 Stockport",2018,NA,NA,NA,NA,NA,NA,NA,"200",NA,"STOCKPORT","362"
"67","
 Tameside",2018,NA,NA,NA,NA,NA,NA,NA,"340",NA,"TAMESIDE","617"
"68","
 Trafford",2018,NA,NA,NA,NA,NA,NA,NA,"160",NA,"TRAFFORD","383"
"69","
 Warrington",2018,NA,NA,NA,NA,NA,NA,NA,"120",NA,"WARRINGTON","401"
"70","
 Wigan",2018,NA,NA,NA,NA,NA,NA,NA,"310",NA,"WIGAN","479"
"71","
 Bracknell Forest",2018,NA,NA,NA,NA,NA,NA,NA,"70",NA,"BRACKNELL FOREST","138"
"72","
 Brighton and Hove",2018,NA,NA,NA,NA,NA,NA,NA,"150",NA,"BRIGHTON AND HOVE","419"
"73","
 Isle of Wight",2018,NA,NA,NA,NA,NA,NA,NA,"130",NA,"ISLE OF WIGHT","225"
"74","
 Medway",2018,NA,NA,NA,NA,NA,NA,NA,"370",NA,"MEDWAY","414"
"75","
 Milton Keynes",2018,NA,NA,NA,NA,NA,NA,NA,"350",NA,"MILTON KEYNES","394"
"76","
 Portsmouth",2018,NA,NA,NA,NA,NA,NA,NA,"250",NA,"PORTSMOUTH","415"
"77","
 Reading",2018,NA,NA,NA,NA,NA,NA,NA,"180",NA,"READING","277"
"78","
 Slough",2018,NA,NA,NA,NA,NA,NA,NA,"280",NA,"SLOUGH","206"
"79","
 Southampton",2018,NA,NA,NA,NA,NA,NA,NA,"280",NA,"SOUTHAMPTON","522"
"80","
 West Berkshire",2018,NA,NA,NA,NA,NA,NA,NA,"90",NA,"WEST BERKSHIRE","145"
"81","
 Windsor and Maidenhead",2018,NA,NA,NA,NA,NA,NA,NA,"70",NA,"WINDSOR AND MAIDENHEAD","107"
"82","
 Wokingham",2018,NA,NA,NA,NA,NA,NA,NA,"60",NA,"WOKINGHAM","106"
"83","
 Bath and North East Somerset",2018,NA,NA,NA,NA,NA,NA,NA,"70",NA,"BATH AND NORTH EAST SOMERSET","169"
"84","
 Bournemouth",2018,NA,NA,NA,NA,NA,NA,NA,"140",NA,"BOURNEMOUTH","246"
"85","
 Cornwall",2018,NA,NA,NA,NA,NA,NA,NA,"500",NA,"CORNWALL","465"
"86","
 North Somerset",2018,NA,NA,NA,NA,NA,NA,NA,"110",NA,"NORTH SOMERSET","236"
"87","
 Plymouth",2018,NA,NA,NA,NA,NA,NA,NA,"260",NA,"PLYMOUTH","418"
"88","
 Poole",2018,NA,NA,NA,NA,NA,NA,NA,"120",NA,"POOLE","190"
"89","
 Swindon",2018,NA,NA,NA,NA,NA,NA,NA,"150",NA,"SWINDON","360"
"90","
 Torbay",2018,NA,NA,NA,NA,NA,NA,NA,"130",NA,"TORBAY","328"
"91","
 Wiltshire",2018,NA,NA,NA,NA,NA,NA,NA,"280",NA,"WILTSHIRE","444"
"92","
 Birmingham",2018,NA,NA,NA,NA,NA,NA,NA,"2690",NA,"BIRMINGHAM","1921"
"93","
 Coventry",2018,NA,NA,NA,NA,NA,NA,NA,"540",NA,"COVENTRY","653"
"94","
 Dudley",2018,NA,NA,NA,NA,NA,NA,NA,"370",NA,"DUDLEY","662"
"95","
 Sandwell",2018,NA,NA,NA,NA,NA,NA,NA,"670",NA,"SANDWELL","751"
"96","
 Shropshire",2018,NA,NA,NA,NA,NA,NA,NA,"210",NA,"SHROPSHIRE","338"
"97","
 Solihull",2018,NA,NA,NA,NA,NA,NA,NA,"190",NA,"SOLIHULL","412"
"98","
 Telford and Wrekin",2018,NA,NA,NA,NA,NA,NA,NA,"330",NA,"TELFORD AND WREKIN","370"
"99","
 Walsall",2018,NA,NA,NA,NA,NA,NA,NA,"570",NA,"WALSALL","636"
"100","
 Wolverhampton",2018,NA,NA,NA,NA,NA,NA,NA,"460",NA,"WOLVERHAMPTON","649"
"101","
 Barnsley",2018,NA,NA,NA,NA,NA,NA,NA,"300",NA,"BARNSLEY","310"
"102","
 Bradford",2018,NA,NA,NA,NA,NA,NA,NA,"1200",NA,"BRADFORD","986"
"103","
 Calderdale",2018,NA,NA,NA,NA,NA,NA,NA,"280",NA,"CALDERDALE","297"
"104","
 Doncaster",2018,NA,NA,NA,NA,NA,NA,NA,"400",NA,"DONCASTER","568"
"105","
 East Riding of Yorkshire",2018,NA,NA,NA,NA,NA,NA,NA,"210",NA,"EAST RIDING OF YORKSHIRE","312"
"106","
 Kirklees",2018,NA,NA,NA,NA,NA,NA,NA,"640",NA,"KIRKLEES","673"
"107","
 Leeds",2018,NA,NA,NA,NA,NA,NA,NA,"1090",NA,"LEEDS","1267"
"108","
 North East Lincolnshire",2018,NA,NA,NA,NA,NA,NA,NA,"220",NA,"NORTH EAST LINCOLNSHIRE","354"
"109","
 North Lincolnshire",2018,NA,NA,NA,NA,NA,NA,NA,"200",NA,"NORTH LINCOLNSHIRE","226"
"110","
 Rotherham",2018,NA,NA,NA,NA,NA,NA,NA,"360",NA,"ROTHERHAM","620"
"111","
 Sheffield",2018,NA,NA,NA,NA,NA,NA,NA,"730",NA,"SHEFFIELD","628"
"112","
 Wakefield",2018,NA,NA,NA,NA,NA,NA,NA,"440",NA,"WAKEFIELD","557"
"113","
 York",2018,NA,NA,NA,NA,NA,NA,NA,"100",NA,"YORK","195"
"114","
 Derby",2019,NA,NA,NA,NA,NA,NA,NA,"780",NA,"DERBY","562"
"115","
 Leicester",2019,NA,NA,NA,NA,NA,NA,NA,"1400",NA,"LEICESTER","642"
"116","
 Nottingham",2019,NA,NA,NA,NA,NA,NA,NA,"1220",NA,"NOTTINGHAM","628"
"117","
 Rutland",2019,NA,NA,NA,NA,NA,NA,NA,"30",NA,"RUTLAND","33"
"118","
 Bedford",2019,NA,NA,NA,NA,NA,NA,NA,"350",NA,"BEDFORD","232"
"119","
 Central Bedfordshire",2019,NA,NA,NA,NA,NA,NA,NA,"380",NA,"CENTRAL BEDFORDSHIRE","320"
"120","
 Luton",2019,NA,NA,NA,NA,NA,NA,NA,"980",NA,"LUTON","406"
"121","
 Peterborough",2019,NA,NA,NA,NA,NA,NA,NA,"790",NA,"PETERBOROUGH","374"
"122","
 Thurrock",2019,NA,NA,NA,NA,NA,NA,NA,"380",NA,"THURROCK","290"
"123","
 Barking and Dagenham",2019,NA,NA,NA,NA,NA,NA,NA,"960",NA,"BARKING AND DAGENHAM","414"
"124","
 Barnet",2019,NA,NA,NA,NA,NA,NA,NA,"820",NA,"BARNET","312"
"125","
 Bexley",2019,NA,NA,NA,NA,NA,NA,NA,"430",NA,"BEXLEY","227"
"126","
 Brent",2019,NA,NA,NA,NA,NA,NA,NA,"980",NA,"BRENT","300"
"127","
 Bromley",2019,NA,NA,NA,NA,NA,NA,NA,"420",NA,"BROMLEY","348"
"128","
 Camden",2019,NA,NA,NA,NA,NA,NA,NA,"410",NA,"CAMDEN","189"
"129","Croydon",2019,NA,NA,NA,NA,NA,NA,NA,"690",NA,"CROYDON","818"
"130","
 Ealing",2019,NA,NA,NA,NA,NA,NA,NA,"840",NA,"EALING","351"
"131","
 Enfield",2019,NA,NA,NA,NA,NA,NA,NA,"1090",NA,"ENFIELD","374"
"132","
 Greenwich",2019,NA,NA,NA,NA,NA,NA,NA,"770",NA,"GREENWICH","479"
"133","
 Hackney",2019,NA,NA,NA,NA,NA,NA,NA,"1480",NA,"HACKNEY","405"
"134","
 Hammersmith and Fulham",2019,NA,NA,NA,NA,NA,NA,NA,"230",NA,"HAMMERSMITH AND FULHAM","246"
"135","
 Haringey",2019,NA,NA,NA,NA,NA,NA,NA,"740",NA,"HARINGEY","428"
"136","
 Harrow",2019,NA,NA,NA,NA,NA,NA,NA,"650",NA,"HARROW","170"
"137","
 Havering",2019,NA,NA,NA,NA,NA,NA,NA,"490",NA,"HAVERING","247"
"138","
 Hillingdon",2019,NA,NA,NA,NA,NA,NA,NA,"730",NA,"HILLINGDON","326"
"139","
 Hounslow",2019,NA,NA,NA,NA,NA,NA,NA,"440",NA,"HOUNSLOW","277"
"140","
 Islington",2019,NA,NA,NA,NA,NA,NA,NA,"440",NA,"ISLINGTON","313"
"141","
 Kensington and Chelsea",2019,NA,NA,NA,NA,NA,NA,NA,"110",NA,"KENSINGTON AND CHELSEA","93"
"142","
 Kingston upon Thames",2019,NA,NA,NA,NA,NA,NA,NA,"200",NA,"KINGSTON UPON THAMES","131"
"143","
 Lambeth",2019,NA,NA,NA,NA,NA,NA,NA,"620",NA,"LAMBETH","349"
"144","
 Lewisham",2019,NA,NA,NA,NA,NA,NA,NA,"800",NA,"LEWISHAM","484"
"145","
 Merton",2019,NA,NA,NA,NA,NA,NA,NA,"300",NA,"MERTON","159"
"146","
 Newham",2019,NA,NA,NA,NA,NA,NA,NA,"1390",NA,"NEWHAM","380"
"147","
 Redbridge",2019,NA,NA,NA,NA,NA,NA,NA,"760",NA,"REDBRIDGE","236"
"148","
 Richmond upon Thames",2019,NA,NA,NA,NA,NA,NA,NA,"140",NA,"RICHMOND UPON THAMES","115"
"149","
 Southwark",2019,NA,NA,NA,NA,NA,NA,NA,"560",NA,"SOUTHWARK","460"
"150","
 Sutton",2019,NA,NA,NA,NA,NA,NA,NA,"210",NA,"SUTTON","237"
"151","
 Tower Hamlets",2019,NA,NA,NA,NA,NA,NA,NA,"1170",NA,"TOWER HAMLETS","329"
"152","
 Waltham Forest",2019,NA,NA,NA,NA,NA,NA,NA,"730",NA,"WALTHAM FOREST","285"
"153","
 Wandsworth",2019,NA,NA,NA,NA,NA,NA,NA,"490",NA,"WANDSWORTH","309"
"154","
 Westminster",2019,NA,NA,NA,NA,NA,NA,NA,"280",NA,"WESTMINSTER","210"
"155","
 County Durham",2019,NA,NA,NA,NA,NA,NA,NA,"1010",NA,"DURHAM","845"
"156","
 Darlington",2019,NA,NA,NA,NA,NA,NA,NA,"220",NA,"DARLINGTON","264"
"157","
 Gateshead",2019,NA,NA,NA,NA,NA,NA,NA,"420",NA,"GATESHEAD","379"
"158","
 Middlesbrough",2019,NA,NA,NA,NA,NA,NA,NA,"610",NA,"MIDDLESBROUGH","518"
"159","
 Newcastle upon Tyne",2019,NA,NA,NA,NA,NA,NA,NA,"600",NA,"NEWCASTLE UPON TYNE","678"
"160","
 North Tyneside",2019,NA,NA,NA,NA,NA,NA,NA,"320",NA,"NORTH TYNESIDE","308"
"161","
 Northumberland",2019,NA,NA,NA,NA,NA,NA,NA,"500",NA,"NORTHUMBERLAND","370"
"162","
 Redcar and Cleveland",2019,NA,NA,NA,NA,NA,NA,NA,"320",NA,"REDCAR AND CLEVELAND","297"
"163","
 South Tyneside",2019,NA,NA,NA,NA,NA,NA,NA,"320",NA,"SOUTH TYNESIDE","306"
"164","
 Sunderland",2019,NA,NA,NA,NA,NA,NA,NA,"620",NA,"SUNDERLAND","594"
"165","
 Blackburn with Darwen",2019,NA,NA,NA,NA,NA,NA,NA,"610",NA,"BLACKBURN WITH DARWEN","400"
"166","
 Blackpool",2019,NA,NA,NA,NA,NA,NA,NA,"410",NA,"BLACKPOOL","568"
"167","
 Bolton",2019,NA,NA,NA,NA,NA,NA,NA,"1040",NA,"BOLTON","644"
"168","
 Bury",2019,NA,NA,NA,NA,NA,NA,NA,"530",NA,"BURY","335"
"169","
 Cheshire East",2019,NA,NA,NA,NA,NA,NA,NA,"480",NA,"CHESHIRE EAST","485"
"170","
 Cheshire West and Chester",2019,NA,NA,NA,NA,NA,NA,NA,"480",NA,"CHESHIRE WEST AND CHESTER","477"
"171","
 Halton",2019,NA,NA,NA,NA,NA,NA,NA,"200",NA,"HALTON","265"
"172","
 Knowsley",2019,NA,NA,NA,NA,NA,NA,NA,"390",NA,"KNOWSLEY","301"
"173","
 Liverpool",2019,NA,NA,NA,NA,NA,NA,NA,"1180",NA,"LIVERPOOL","1331"
"174","
 Manchester",2019,NA,NA,NA,NA,NA,NA,NA,"2180",NA,"MANCHESTER","1290"
"175","
 Oldham",2019,NA,NA,NA,NA,NA,NA,NA,"970",NA,"OLDHAM","512"
"176","
 Rochdale",2019,NA,NA,NA,NA,NA,NA,NA,"770",NA,"ROCHDALE","568"
"177","
 Salford",2019,NA,NA,NA,NA,NA,NA,NA,"990",NA,"SALFORD","583"
"178","
 Sefton",2019,NA,NA,NA,NA,NA,NA,NA,"420",NA,"SEFTON","527"
"179","
 Stockport",2019,NA,NA,NA,NA,NA,NA,NA,"430",NA,"STOCKPORT","361"
"180","
 Tameside",2019,NA,NA,NA,NA,NA,NA,NA,"640",NA,"TAMESIDE","664"
"181","
 Trafford",2019,NA,NA,NA,NA,NA,NA,NA,"290",NA,"TRAFFORD","416"
"182","
 Warrington",2019,NA,NA,NA,NA,NA,NA,NA,"250",NA,"WARRINGTON","385"
"183","
 Wirral",2019,NA,NA,NA,NA,NA,NA,NA,"630",NA,"WIRRAL","832"
"184","
 Bracknell Forest",2019,NA,NA,NA,NA,NA,NA,NA,"130",NA,"BRACKNELL FOREST","158"
"185","
 Brighton and Hove",2019,NA,NA,NA,NA,NA,NA,NA,"310",NA,"BRIGHTON AND HOVE","393"
"186","
 Isle of Wight",2019,NA,NA,NA,NA,NA,NA,NA,"280",NA,"ISLE OF WIGHT","242"
"187","
 Medway",2019,NA,NA,NA,NA,NA,NA,NA,"710",NA,"MEDWAY","424"
"188","
 Milton Keynes",2019,NA,NA,NA,NA,NA,NA,NA,"680",NA,"MILTON KEYNES","382"
"189","
 Portsmouth",2019,NA,NA,NA,NA,NA,NA,NA,"500",NA,"PORTSMOUTH","488"
"190","
 Reading",2019,NA,NA,NA,NA,NA,NA,NA,"340",NA,"READING","271"
"191","
 Slough",2019,NA,NA,NA,NA,NA,NA,NA,"590",NA,"SLOUGH","212"
"192","
 Southampton",2019,NA,NA,NA,NA,NA,NA,NA,"530",NA,"SOUTHAMPTON","481"
"193","
 West Berkshire",2019,NA,NA,NA,NA,NA,NA,NA,"180",NA,"WEST BERKSHIRE","171"
"194","
 Windsor and Maidenhead",2019,NA,NA,NA,NA,NA,NA,NA,"160",NA,"WINDSOR AND MAIDENHEAD","124"
"195","
 Wokingham",2019,NA,NA,NA,NA,NA,NA,NA,"140",NA,"WOKINGHAM","110"
"196","
 Bath and North East Somerset",2019,NA,NA,NA,NA,NA,NA,NA,"140",NA,"BATH AND NORTH EAST SOMERSET","192"
"197","
 Bournemouth",2019,NA,NA,NA,NA,NA,NA,NA,"260",NA,"BOURNEMOUTH","248"
"198","
 Cornwall",2019,NA,NA,NA,NA,NA,NA,NA,"1040",NA,"CORNWALL","454"
"199","
 North Somerset",2019,NA,NA,NA,NA,NA,NA,NA,"220",NA,"NORTH SOMERSET","242"
"200","
 Plymouth",2019,NA,NA,NA,NA,NA,NA,NA,"510",NA,"PLYMOUTH","412"
"201","
 Poole",2019,NA,NA,NA,NA,NA,NA,NA,"240",NA,"POOLE","192"
"202","
 South Gloucestershire",2019,NA,NA,NA,NA,NA,NA,NA,"340",NA,"SOUTH GLOUCESTERSHIRE","196"
"203","
 Swindon",2019,NA,NA,NA,NA,NA,NA,NA,"300",NA,"SWINDON","349"
"204","
 Torbay",2019,NA,NA,NA,NA,NA,NA,NA,"290",NA,"TORBAY","361"
"205","
 Wiltshire",2019,NA,NA,NA,NA,NA,NA,NA,"570",NA,"WILTSHIRE","459"
"206","
 Birmingham",2019,NA,NA,NA,NA,NA,NA,NA,"5350",NA,"BIRMINGHAM","1945"
"207","
 Coventry",2019,NA,NA,NA,NA,NA,NA,NA,"1110",NA,"COVENTRY","705"
"208","
 Dudley",2019,NA,NA,NA,NA,NA,NA,NA,"720",NA,"DUDLEY","659"
"209","
 Sandwell",2019,NA,NA,NA,NA,NA,NA,NA,"1380",NA,"SANDWELL","897"
"210","
 Shropshire",2019,NA,NA,NA,NA,NA,NA,NA,"450",NA,"SHROPSHIRE","395"
"211","
 Solihull",2019,NA,NA,NA,NA,NA,NA,NA,"350",NA,"SOLIHULL","424"
"212","
 Telford and Wrekin",2019,NA,NA,NA,NA,NA,NA,NA,"640",NA,"TELFORD AND WREKIN","388"
"213","
 Walsall",2019,NA,NA,NA,NA,NA,NA,NA,"1150",NA,"WALSALL","614"
"214","
 Wolverhampton",2019,NA,NA,NA,NA,NA,NA,NA,"940",NA,"WOLVERHAMPTON","625"
"215","
 Barnsley",2019,NA,NA,NA,NA,NA,NA,NA,"490",NA,"BARNSLEY","301"
"216","
 Bradford",2019,NA,NA,NA,NA,NA,NA,NA,"2490",NA,"BRADFORD","1159"
"217","
 Calderdale",2019,NA,NA,NA,NA,NA,NA,NA,"540",NA,"CALDERDALE","334"
"218","
 Doncaster",2019,NA,NA,NA,NA,NA,NA,NA,"790",NA,"DONCASTER","532"
"219","
 East Riding of Yorkshire",2019,NA,NA,NA,NA,NA,NA,NA,"440",NA,"EAST RIDING OF YORKSHIRE","334"
"220","
 Kirklees",2019,NA,NA,NA,NA,NA,NA,NA,"1210",NA,"KIRKLEES","621"
"221","
 Leeds",2019,NA,NA,NA,NA,NA,NA,NA,"2270",NA,"LEEDS","1286"
"222","
 North East Lincolnshire",2019,NA,NA,NA,NA,NA,NA,NA,"400",NA,"NORTH EAST LINCOLNSHIRE","450"
"223","
 North Lincolnshire",2019,NA,NA,NA,NA,NA,NA,NA,"350",NA,"NORTH LINCOLNSHIRE","251"
"224","
 Rotherham",2019,NA,NA,NA,NA,NA,NA,NA,"670",NA,"ROTHERHAM","642"
"225","
 Sheffield",2019,NA,NA,NA,NA,NA,NA,NA,"1550",NA,"SHEFFIELD","631"
"226","
 Wakefield",2019,NA,NA,NA,NA,NA,NA,NA,"900",NA,"WAKEFIELD","601"
"227","
 York",2019,NA,NA,NA,NA,NA,NA,NA,"200",NA,"YORK","207"
"228","Derby",2021,"1,670",NA,NA,NA,"870",NA,NA,"800",NA,"DERBY","642"
"229","Leicester",2021,"2,930",NA,NA,NA,"1,400",NA,NA,"1,530",NA,"LEICESTER","616"
"230","Nottingham",2021,"2,550",NA,NA,NA,"1,300",NA,NA,"1,250",NA,"NOTTINGHAM","684"
"231","Rutland",2021,"90",NA,NA,NA,"50",NA,NA,"40",NA,"RUTLAND","34"
"232","Bedford",2021,"820",NA,NA,NA,"480",NA,NA,"340",NA,"BEDFORD","272"
"233","Central Bedfordshire",2021,"860",NA,NA,NA,"510",NA,NA,"350",NA,"CENTRAL BEDFORDSHIRE","323"
"234","Luton",2021,"2,070",NA,NA,NA,"950",NA,NA,"1,120",NA,"LUTON","375"
"235","Peterborough",2021,"1,650",NA,NA,NA,"880",NA,NA,"770",NA,"PETERBOROUGH","351"
"236","Southend-on-Sea",2021,"840",NA,NA,NA,"510",NA,NA,"330",NA,"SOUTHEND ON SEA","281"
"237","Thurrock",2021,"1,010",NA,NA,NA,"650",NA,NA,"360",NA,"THURROCK","298"
"238","Barking and Dagenham",2021,"2,150",NA,NA,NA,"1,200",NA,NA,"950",NA,"BARKING AND DAGENHAM","391"
"239","Barnet",2021,"1,800",NA,NA,NA,"740",NA,NA,"1,060",NA,"BARNET","323"
"240","Bexley",2021,"1,000",NA,NA,NA,"560",NA,NA,"440",NA,"BEXLEY","234"
